TrackID,Time,Velocity,LongitudeGPS,LatitudeGPS
1422,73000000,30.6,135.4648941,34.7154038
1422,73000100,30.2,135.4649046,34.7154011
1422,73000200,30.2,135.4649152,34.7153984
1422,73000300,30.2,135.4649258,34.7153956
1422,73000400,30.4,135.4649362,34.7153929
1422,73000500,30.6,135.4649465,34.7153901
1422,73000600,31.2,135.4649567,34.7153874
1422,73000700,31.4,135.4649667,34.7153848
1422,73000800,31.3,135.4649766,34.7153822
1422,73000900,31.3,135.4649865,34.7153796
1422,73001000,31.0,135.4649964,34.715377
1422,73001100,30.5,135.4650065,34.7153744
1422,73001200,30.5,135.4650166,34.7153718
1422,73001300,30.7,135.4650268,34.7153692
1422,73001400,31.3,135.4650371,34.7153666
1422,73001500,31.9,135.4650473,34.715364
1422,73001600,31.9,135.4650574,34.7153614
1422,73001700,31.5,135.4650676,34.7153589
1422,73001800,31.3,135.4650778,34.7153563
1422,73001900,31.0,135.465088,34.7153538
1422,73002000,30.6,135.4650982,34.7153512
1422,73002100,29.6,135.4651084,34.7153486
1422,73002200,29.6,135.4651186,34.7153461
1422,73002300,29.2,135.4651285,34.7153435
1422,73002400,29.6,135.4651382,34.7153411
1422,73002500,31.2,135.4651477,34.7153387
1422,73002600,31.6,135.4651569,34.7153363
1422,73002700,31.8,135.4651661,34.7153339
1422,73002800,32.2,135.4651753,34.7153315
1422,73002900,32.9,135.4651846,34.7153291
1422,73003000,32.9,135.4651939,34.7153267
1422,73003100,33.3,135.4652034,34.7153243
1422,73003200,33.9,135.465213,34.7153218
1422,73003300,33.7,135.4652226,34.7153193
1422,73003400,33.9,135.4652322,34.7153167
1422,73003500,34.2,135.4652422,34.7153141
1422,73003600,34.2,135.4652525,34.7153114
1422,73003700,33.6,135.4652638,34.7153085
1422,73003800,33.5,135.4652763,34.7153053
1422,73003900,33.1,135.4652902,34.7153018
1422,73004000,33.2,135.4653055,34.7152979
1422,73004100,33.0,135.4653219,34.7152938
1422,73004200,33.0,135.4653387,34.7152896
1422,73004300,33.0,135.4653552,34.7152854
1422,73004400,33.1,135.4653709,34.7152813
1422,73004500,33.1,135.4653856,34.7152774
1422,73004600,33.1,135.4653992,34.7152736
1422,73004700,33.2,135.4654119,34.7152701
1422,73004800,33.2,135.465424,34.7152666
1422,73004900,33.2,135.465436,34.7152632
1422,73005000,33.2,135.4654484,34.7152597
1422,73005100,33.2,135.4654616,34.715256
1422,73005200,33.3,135.4654762,34.7152519
1422,73005300,33.3,135.4654929,34.7152474
1422,73005400,33.3,135.4655116,34.7152422
1422,73005500,33.4,135.4655322,34.7152366
1422,73005600,33.4,135.4655538,34.7152306
1422,73005700,33.4,135.4655754,34.7152244
1422,73005800,33.8,135.4655959,34.7152185
1422,73005900,34.9,135.4656146,34.715213
1422,73006000,36.6,135.4656313,34.7152079
1422,73006100,38.6,135.4656462,34.7152033
1422,73006200,40.4,135.4656596,34.7151992
1422,73006300,41.0,135.465672,34.7151953
1422,73006400,41.0,135.4656838,34.7151915
1422,73006500,41.6,135.4656955,34.7151879
1422,73006600,42.3,135.4657072,34.7151841
1422,73006700,42.3,135.4657192,34.7151803
1422,73006800,42.4,135.4657316,34.7151763
1422,73006900,43.3,135.4657442,34.7151722
1422,73007000,43.6,135.4657571,34.715168
1422,73007100,42.3,135.4657699,34.7151637
1422,73007200,42.4,135.4657828,34.7151594
1422,73007300,43.3,135.4657955,34.715155
1422,73007400,43.2,135.4658082,34.7151506
1422,73007500,43.8,135.4658207,34.7151462
1422,73007600,44.3,135.4658331,34.7151418
1422,73007700,44.3,135.4658456,34.7151376
1422,73007800,43.9,135.4658579,34.7151335
1422,73007900,44.1,135.4658699,34.7151297
1422,73008000,42.9,135.4658816,34.7151262
1422,73008100,43.4,135.4658925,34.7151232
1422,73008200,43.5,135.4659027,34.7151205
1422,73008300,43.4,135.4659122,34.7151179
1422,73008400,43.3,135.4659211,34.7151152
1422,73008500,43.2,135.4659298,34.7151121
1422,73008600,43.1,135.4659387,34.7151085
1422,73008700,43.0,135.4659479,34.7151045
1422,73008800,42.8,135.4659577,34.7151
1422,73008900,42.5,135.4659682,34.7150952
1422,73009000,42.2,135.4659794,34.7150901
1422,73009100,41.6,135.4659913,34.715085
1422,73009200,42.1,135.4660038,34.7150798
1422,73009300,43.0,135.4660166,34.7150746
1422,73009400,43.4,135.4660295,34.7150694
1422,73009500,44.2,135.4660424,34.7150642
1422,73009600,44.2,135.466055,34.7150592
1422,73009700,44.2,135.4660671,34.7150543
1422,73009800,43.4,135.4660789,34.7150494
1422,73009900,42.4,135.4660904,34.7150446
1422,73010000,42.4,135.4661017,34.7150398
1422,73010100,41.5,135.466113,34.7150349
1422,73010200,41.7,135.4661244,34.7150299
1422,73010300,42.5,135.4661359,34.7150248
1422,73010400,43.1,135.4661475,34.7150196
1422,73010500,42.6,135.4661591,34.7150144
1422,73010600,42.6,135.4661705,34.7150092
1422,73010700,41.9,135.4661818,34.7150041
1422,73010800,41.1,135.4661927,34.7149993
1422,73010900,41.1,135.4662033,34.7149946
1422,73011000,40.9,135.4662136,34.7149902
1422,73011100,40.7,135.4662237,34.7149858
1422,73011200,40.3,135.4662338,34.7149813
1422,73011300,40.3,135.4662443,34.7149765
1422,73011400,40.3,135.4662551,34.7149713
1422,73011500,40.3,135.4662665,34.7149654
1422,73011600,40.3,135.4662783,34.7149592
1422,73011700,40.3,135.4662901,34.7149528
1422,73011800,39.4,135.4663018,34.7149464
1422,73011900,39.4,135.4663131,34.7149401
1422,73012000,39.5,135.466324,34.7149341
1422,73012100,39.6,135.4663344,34.7149281
1422,73012200,39.7,135.4663446,34.7149222
1422,73012300,40.3,135.4663545,34.7149163
1422,73012400,41.0,135.4663643,34.7149105
1422,73012500,41.0,135.4663741,34.7149047
1422,73012600,41.0,135.4663838,34.7148989
1422,73012700,41.0,135.4663935,34.7148931
1422,73012800,41.0,135.4664031,34.7148873
1422,73012900,41.5,135.4664127,34.7148815
1422,73013000,41.7,135.4664221,34.7148758
1422,73013100,41.7,135.4664313,34.7148701
1422,73013200,41.5,135.4664403,34.7148646
1422,73013300,40.9,135.4664492,34.7148591
1422,73013400,39.8,135.466458,34.7148537
1422,73013500,38.7,135.4664668,34.7148483
1422,73013600,38.4,135.4664756,34.7148428
1422,73013700,38.2,135.4664844,34.7148374
1422,73013800,38.2,135.4664932,34.714832
1422,73013900,38.1,135.4665019,34.7148265
1422,73014000,38.4,135.4665104,34.7148209
1422,73014100,38.4,135.4665186,34.7148153
1422,73014200,38.4,135.4665265,34.7148096
1422,73014300,38.2,135.4665341,34.714804
1422,73014400,37.7,135.4665414,34.7147984
1422,73014500,37.2,135.4665486,34.714793
1422,73014600,36.2,135.4665558,34.7147877
1422,73014700,36.5,135.4665629,34.7147826
1422,73014800,35.9,135.4665701,34.7147776
1422,73014900,36.1,135.4665775,34.7147728
1422,73015000,35.9,135.4665849,34.7147681
1422,73015100,35.9,135.4665924,34.7147634
1422,73015200,35.9,135.4666,34.7147588
1422,73015300,35.9,135.4666077,34.7147543
1422,73015400,35.0,135.4666154,34.7147496
1422,73015500,34.8,135.4666228,34.7147447
1422,73015600,34.5,135.4666298,34.7147394
1422,73015700,34.3,135.4666363,34.7147338
1422,73015800,34.0,135.4666421,34.714728
1422,73015900,33.8,135.4666475,34.7147222
1422,73016000,33.2,135.4666527,34.7147165
1422,73016100,33.0,135.4666578,34.7147111
1422,73016200,32.6,135.466663,34.714706
1422,73016300,32.0,135.4666683,34.7147012
1422,73016400,31.6,135.4666737,34.7146965
1422,73016500,31.3,135.466679,34.714692
1422,73016600,31.7,135.4666843,34.7146875
1422,73016700,31.1,135.4666896,34.7146832
1422,73016800,30.6,135.4666947,34.7146791
1422,73016900,30.3,135.4666998,34.714675
1422,73017000,30.0,135.4667049,34.7146712
1422,73017100,29.5,135.4667098,34.7146675
1422,73017200,28.6,135.4667146,34.7146638
1422,73017300,27.8,135.4667193,34.7146603
1422,73017400,27.4,135.4667237,34.7146567
1422,73017500,27.0,135.4667279,34.7146532
1422,73017600,26.7,135.4667319,34.7146497
1422,73017700,26.7,135.4667357,34.7146464
1422,73017800,25.8,135.4667394,34.7146432
1422,73017900,24.4,135.4667431,34.7146401
1422,73018000,21.8,135.4667467,34.7146371
1422,73018100,19.8,135.4667504,34.7146342
1422,73018200,18.5,135.466754,34.7146314
1422,73018300,18.9,135.4667576,34.7146285
1422,73018400,18.6,135.466761,34.7146255
1422,73018500,18.4,135.4667644,34.7146225
1422,73018600,18.2,135.4667677,34.7146194
1422,73018700,17.8,135.466771,34.7146163
1422,73018800,18.1,135.4667744,34.7146133
1422,73018900,17.7,135.4667778,34.7146103
1422,73019000,17.1,135.4667814,34.7146075
1422,73019100,15.3,135.466785,34.7146047
1422,73019200,13.7,135.4667886,34.7146019
1422,73019300,13.2,135.4667921,34.714599
1422,73019400,13.2,135.4667954,34.7145961
1422,73019500,13.2,135.4667985,34.7145931
1422,73019600,12.4,135.4668015,34.7145901
1422,73019700,13.0,135.4668045,34.7145871
1422,73019800,13.6,135.4668076,34.714584
1422,73019900,13.5,135.4668108,34.7145811
1422,73020000,14.5,135.4668142,34.7145782
1422,73020100,14.6,135.4668176,34.7145754
1422,73020200,14.6,135.4668211,34.7145726
1422,73020300,14.6,135.4668245,34.7145698
1422,73020400,14.8,135.4668277,34.7145669
1422,73020500,14.9,135.4668308,34.714564
1422,73020600,14.6,135.4668338,34.714561
1422,73020700,14.8,135.4668367,34.714558
1422,73020800,14.8,135.4668395,34.7145551
1422,73020900,15.0,135.4668424,34.7145521
1422,73021000,14.9,135.4668453,34.7145493
1422,73021100,14.9,135.4668481,34.7145465
1422,73021200,15.0,135.4668508,34.714544
1422,73021300,15.0,135.4668533,34.7145416
1422,73021400,15.0,135.4668555,34.7145394
1422,73021500,12.5,135.4668575,34.7145374
1422,73021600,14.2,135.4668594,34.7145355
1422,73021700,13.8,135.4668613,34.7145337
1422,73021800,10.1,135.4668631,34.7145318
1422,73021900,9.0,135.4668651,34.7145298
1422,73022000,9.0,135.4668673,34.7145277
1422,73022100,8.4,135.4668696,34.7145255
1422,73022200,6.0,135.4668721,34.7145231
1422,73022300,7.4,135.4668747,34.7145207
1422,73022400,7.3,135.4668774,34.7145182
1422,73022500,9.2,135.4668801,34.7145157
1422,73022600,9.2,135.4668828,34.7145133
1422,73022700,10.1,135.4668853,34.7145109
1422,73022800,10.5,135.4668876,34.7145087
1422,73022900,10.9,135.4668898,34.7145066
1422,73023000,11.1,135.466892,34.7145045
1422,73023100,11.0,135.4668941,34.7145024
1422,73023200,11.0,135.4668965,34.7145001
1422,73023300,11.0,135.4668992,34.7144976
1422,73023400,11.0,135.4669024,34.7144947
1422,73023500,10.9,135.4669062,34.7144914
1422,73023600,10.9,135.4669105,34.7144879
1422,73023700,11.0,135.4669149,34.7144842
1422,73023800,11.0,135.4669192,34.7144807
1422,73023900,11.0,135.4669229,34.7144775
1422,73024000,11.1,135.4669261,34.7144747
1422,73024100,11.1,135.4669285,34.7144725
1422,73024200,10.9,135.4669304,34.7144706
1422,73024300,10.9,135.4669319,34.714469
1422,73024400,11.1,135.4669333,34.7144675
1422,73024500,10.7,135.4669346,34.7144661
1422,73024600,10.6,135.4669361,34.7144646
1422,73024700,10.5,135.4669377,34.7144631
1422,73024800,10.4,135.4669393,34.7144615
1422,73024900,8.5,135.466941,34.7144599
1422,73025000,8.2,135.4669426,34.7144584
1422,73025100,6.3,135.466944,34.7144569
1422,73025200,6.9,135.4669453,34.7144555
1422,73025300,5.7,135.4669465,34.7144541
1422,73025400,6.2,135.4669476,34.7144528
1422,73025500,5.4,135.4669488,34.7144515
1422,73025600,5.8,135.4669501,34.71445
1422,73025700,5.8,135.4669517,34.7144483
1422,73025800,6.3,135.4669535,34.7144465
1422,73025900,6.5,135.4669556,34.7144446
1422,73026000,7.4,135.4669576,34.7144427
1422,73026100,8.0,135.4669595,34.7144408
1422,73026200,8.0,135.4669613,34.7144391
1422,73026300,8.0,135.4669629,34.7144374
1422,73026400,8.7,135.4669644,34.7144357
1422,73026500,8.4,135.466966,34.714434
1422,73026600,8.0,135.4669677,34.714432
1422,73026700,7.7,135.4669697,34.7144298
1422,73026800,8.5,135.466972,34.7144275
1422,73026900,8.3,135.4669744,34.7144251
1422,73027000,9.7,135.4669767,34.7144227
1422,73027100,9.6,135.4669788,34.7144203
1422,73027200,10.0,135.4669808,34.7144182
